Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Calories_Burned (kcal)_log
31,Male,50.2,1.64,187.0,152.0,68.0,0.99,Strength,14.7,3.4,6,2,18.7,6.0,0.7058823529411765,4.235294117647059,210.5,5.354224998486333
28,Male,64.7,1.69,189.0,152.0,67.0,0.86,Strength,25.2,4.1,5,1,22.8,6.0,0.6967213114754098,4.1803278688524586,232.6,5.453610250954072
59,Male,60.3,1.59,171.0,145.0,67.0,1.06,Mixed,15.5,3.9,5,1,23.7,8.0,0.75,6.0,383.5,5.951943788945699
55,Male,49.4,1.66,170.0,142.0,76.0,0.57,Strength,25.7,3.3,3,0,18.0,6.0,0.7021276595744681,4.212765957446809,118.6,4.784152841516532
21,Male,84.0,1.69,197.0,179.0,75.0,0.54,Hiit,24.3,2.7,2,0,29.6,9.5,0.8524590163934426,8.098360655737704,367.3,5.90889782345102
50,Female,53.2,1.67,166.0,141.0,65.0,1.26,Mixed,13.4,5.2,7,3,19.0,8.0,0.7524752475247525,6.01980198019802,403.5,6.002651736498547
24,Female,76.5,1.81,203.0,138.0,59.0,1.18,Yoga,20.5,4.6,4,2,23.3,3.0,0.5486111111111112,1.6458333333333337,148.6,5.007965065540377
58,Female,70.9,1.65,150.0,115.0,71.0,1.48,Yoga,14.5,4.9,7,3,26.1,3.0,0.5569620253164557,1.6708860759493671,175.3,5.172187089403825
25,Female,73.6,1.59,197.0,176.0,58.0,1.06,Hiit,25.6,3.6,6,2,29.2,9.5,0.8489208633093526,8.06474820143885,629.2,6.446037229323174
54,Male,52.9,1.59,161.0,133.0,68.0,1.11,Strength,18.2,3.4,4,1,20.8,6.0,0.6989247311827957,4.193548387096774,246.2,5.510197725583535
27,Male,54.8,1.75,204.0,158.0,71.0,0.88,Cardio,28.5,3.2,2,0,18.0,7.0,0.6541353383458647,4.578947368421053,220.8,5.401776074916267
32,Male,67.1,1.54,202.0,140.0,65.0,0.88,Yoga,12.9,3.8,6,2,28.3,3.0,0.5474452554744526,1.6423357664233578,97.0,4.584967478670572
55,Female,52.4,1.66,165.0,139.0,60.0,0.64,Mixed,16.0,3.8,7,3,19.0,8.0,0.7523809523809524,6.019047619047619,201.9,5.312713246831769
32,Female,83.6,1.81,186.0,153.0,76.0,0.39,Strength,32.6,2.9,2,0,25.4,6.0,0.7,4.199999999999999,136.9,4.926528784799256
22,Female,75.0,1.71,198.0,167.0,71.0,0.7,Mixed,16.3,3.8,5,1,25.7,8.0,0.7559055118110236,6.047244094488189,317.5,5.763622475012218
46,Female,50.4,1.67,171.0,144.0,82.0,0.47,Strength,25.2,2.8,3,0,18.0,6.0,0.6966292134831461,4.179775280898877,99.0,4.605170185988092
36,Male,50.6,1.68,180.0,129.0,66.0,0.93,Yoga,13.7,3.9,7,2,18.0,3.0,0.5526315789473685,1.6578947368421053,78.0,4.3694478524670215
27,Male,55.1,1.58,194.0,165.0,77.0,0.59,Mixed,26.3,3.9,4,1,22.2,8.0,0.7521367521367521,6.017094017094017,195.6,5.281171207713066
29,Female,45.8,1.59,194.0,159.0,55.0,1.32,Mixed,18.9,4.9,7,3,18.0,8.0,0.7482014388489209,5.985611510791367,361.9,5.894127314219024
21,Male,51.4,1.66,200.0,179.0,64.0,0.46,Hiit,29.9,2.9,3,0,18.6,9.5,0.8455882352941176,8.033088235294118,189.9,5.251749730731702
48,Female,71.4,1.71,173.0,140.0,61.0,1.16,Strength,14.6,4.1,6,3,24.5,6.0,0.7053571428571429,4.232142857142858,350.5,5.86220971125072
35,Female,74.5,1.77,182.0,134.0,77.0,0.58,Yoga,27.2,3.9,3,0,23.6,3.0,0.5428571428571428,1.6285714285714286,70.4,4.268297869345539
33,Female,71.9,1.69,182.0,166.0,72.0,0.68,Hiit,24.2,3.3,2,0,25.2,9.5,0.8545454545454545,8.118181818181817,396.9,5.986200717432883
57,Female,85.0,1.82,158.0,146.0,75.0,0.72,Hiit,29.3,3.4,2,0,25.8,9.5,0.8554216867469879,8.126506024096386,497.3,6.211202305287359
53,Male,61.0,1.84,171.0,139.0,80.0,0.74,Cardio,30.9,2.6,2,0,18.0,7.0,0.6483516483516484,4.538461538461538,204.9,5.327390614033744
42,Male,58.4,1.76,178.0,133.0,78.0,0.74,Yoga,20.4,3.5,3,0,18.9,3.0,0.55,1.65,71.3,4.280824129164719
40,Female,87.9,1.8,181.0,142.0,68.0,1.19,Cardio,23.0,3.3,5,1,27.0,7.0,0.6548672566371682,4.5840707964601775,479.5,6.174827228410347
29,Female,75.2,1.58,193.0,155.0,66.0,1.01,Strength,14.5,3.9,7,2,30.1,6.0,0.7007874015748031,4.2047244094488185,319.4,5.769570215194204
51,Male,49.3,1.57,169.0,153.0,64.0,1.23,Hiit,9.0,4.3,6,3,20.1,9.5,0.8476190476190476,8.052380952380952,488.3,6.192975798295078
53,Male,75.1,1.73,168.0,121.0,64.0,0.81,Yoga,27.2,3.8,5,1,25.0,3.0,0.5480769230769231,1.6442307692307694,100.0,4.61512051684126
54,Female,65.1,1.55,172.0,147.0,71.0,0.61,Mixed,26.0,4.0,3,0,27.2,8.0,0.7524752475247525,6.01980198019802,239.1,5.481055503227208
20,Female,68.0,1.65,204.0,185.0,80.0,0.56,Hiit,28.4,2.7,2,0,25.0,9.5,0.8467741935483871,8.044354838709678,306.3,5.727824469136439
26,Female,71.0,1.76,193.0,134.0,61.0,0.66,Yoga,16.6,3.9,3,1,23.0,3.0,0.553030303030303,1.659090909090909,77.7,4.365643155423357
35,Female,71.1,1.82,183.0,164.0,60.0,0.81,Hiit,20.5,3.0,7,2,21.4,9.5,0.8455284552845529,8.032520325203253,462.6,6.1390221114655965
52,Female,87.4,1.65,173.0,140.0,64.0,0.86,Strength,24.2,3.4,3,1,31.9,6.0,0.6972477064220184,4.18348623853211,314.4,5.753841674528938
51,Male,63.6,1.62,171.0,127.0,75.0,0.56,Yoga,24.2,3.0,5,1,24.4,3.0,0.5416666666666666,1.625,57.9,4.075841090657541
58,Male,74.9,1.71,160.0,133.0,70.0,0.52,Strength,20.2,3.4,3,0,25.6,6.0,0.7,4.199999999999999,163.6,5.103518288242969
31,Female,62.6,1.57,183.0,134.0,74.0,0.99,Yoga,20.6,4.0,3,1,25.3,3.0,0.5504587155963303,1.651376146788991,102.3,4.637637376125593
21,Female,57.4,1.66,205.0,164.0,68.0,0.78,Strength,24.7,3.6,3,1,20.8,6.0,0.7007299270072993,4.204379562043796,188.2,5.2428046566177775
46,Female,68.2,1.68,168.0,137.0,79.0,0.73,Cardio,20.8,3.0,4,1,24.2,7.0,0.651685393258427,4.561797752808989,227.1,5.429784129290343
58,Female,63.9,1.68,163.0,124.0,76.0,0.66,Yoga,27.8,4.1,3,0,22.7,3.0,0.5517241379310345,1.6551724137931034,69.8,4.259859000699674
32,Male,64.6,1.69,197.0,162.0,80.0,0.77,Strength,27.8,3.3,3,0,22.6,6.0,0.7008547008547008,4.205128205128204,209.2,5.348059458442851
45,Male,64.4,1.6,173.0,123.0,62.0,0.97,Yoga,8.5,4.4,5,3,25.3,3.0,0.5495495495495496,1.648648648648649,103.0,4.6443908991413725
59,Female,52.5,1.61,161.0,138.0,68.0,0.82,Mixed,16.5,4.6,3,1,20.3,8.0,0.7526881720430108,6.021505376344086,259.2,5.561450566078405
33,Male,49.4,1.61,191.0,160.0,65.0,0.62,Mixed,19.2,3.9,4,2,19.2,8.0,0.753968253968254,6.031746031746032,184.7,5.22413246835866
29,Female,59.9,1.52,185.0,152.0,75.0,0.74,Strength,27.1,3.5,3,0,26.0,6.0,0.7,4.199999999999999,186.2,5.232177564043492
22,Female,64.3,1.71,190.0,159.0,68.0,0.77,Mixed,23.4,4.0,3,1,21.9,8.0,0.7459016393442623,5.967213114754099,295.4,5.6917098934219315
51,Male,70.8,1.77,167.0,139.0,74.0,1.04,Strength,23.3,3.7,3,1,22.6,6.0,0.6989247311827957,4.193548387096774,308.8,5.735926927982768
59,Female,55.7,1.76,161.0,142.0,85.0,0.83,Mixed,29.2,4.2,3,0,18.0,8.0,0.75,6.0,277.4,5.629058928460265
18,Male,76.2,1.65,202.0,183.0,71.0,0.78,Hiit,24.7,3.7,4,1,27.9,9.5,0.8549618320610687,8.122137404580153,482.7,6.181464879828938
56,Female,66.7,1.6,171.0,156.0,74.0,0.64,Hiit,24.3,3.5,5,1,26.1,9.5,0.845360824742268,8.030927835051546,342.8,5.8400600929487485
49,Female,82.6,1.75,166.0,126.0,78.0,0.63,Yoga,33.0,3.5,2,0,26.8,3.0,0.5454545454545454,1.6363636363636362,85.2,4.456670177669648
43,Female,77.7,1.74,176.0,142.0,62.0,0.64,Strength,27.3,3.5,2,0,25.5,6.0,0.7017543859649122,4.2105263157894735,209.4,5.349010480863555
34,Female,52.1,1.7,194.0,163.0,72.0,0.76,Mixed,20.0,3.8,3,1,18.0,8.0,0.7459016393442623,5.967213114754099,236.3,5.469325163441718
44,Male,85.7,1.85,175.0,129.0,72.0,0.95,Yoga,28.5,4.3,5,1,24.9,3.0,0.5533980582524272,1.6601941747572817,135.2,4.9141243937154115
41,Female,60.7,1.68,189.0,171.0,69.0,0.91,Hiit,28.3,3.3,2,0,21.6,9.5,0.85,8.075,446.0,6.102558594613569
52,Male,55.1,1.65,167.0,150.0,56.0,1.09,Hiit,15.6,3.7,7,2,20.1,9.5,0.8468468468468469,8.045045045045045,483.2,6.182498044503958
59,Male,69.9,1.64,158.0,130.0,67.0,1.07,Strength,18.0,4.0,4,2,26.0,6.0,0.6923076923076923,4.153846153846153,310.7,5.7420411867732915
56,Female,71.1,1.52,164.0,149.0,68.0,1.5,Hiit,16.0,3.7,6,3,30.6,9.5,0.84375,8.015625,719.45,6.579876016778943
43,Male,91.4,1.75,178.0,129.0,68.0,0.9,Yoga,29.7,3.9,4,1,30.0,3.0,0.5545454545454546,1.6636363636363636,136.9,4.926528784799256
55,Female,73.8,1.67,163.0,123.0,73.0,0.62,Yoga,22.8,3.7,3,0,26.5,3.0,0.5555555555555556,1.6666666666666667,76.3,4.3476939555933765
40,Male,71.5,1.73,182.0,132.0,72.0,1.15,Yoga,13.8,4.1,7,3,23.9,3.0,0.5454545454545454,1.6363636363636362,134.5,4.908971640319756
39,Male,80.4,1.86,180.0,145.0,79.0,0.33,Cardio,23.8,2.4,3,0,23.1,7.0,0.6534653465346535,4.574257425742575,121.4,4.807294370078226
21,Female,54.9,1.64,205.0,161.0,59.0,1.16,Strength,17.5,4.0,5,2,20.4,6.0,0.6986301369863014,4.191780821917808,266.9,5.590613776550563
26,Female,48.2,1.45,197.0,178.0,71.0,0.8,Hiit,23.9,2.6,3,0,22.9,9.5,0.8492063492063492,8.067460317460318,311.1,5.743323649276734
21,Male,82.5,1.73,199.0,158.0,81.0,0.61,Cardio,16.6,2.9,3,1,27.6,7.0,0.652542372881356,4.567796610169491,229.9,5.44198471636045
24,Female,90.1,1.7,194.0,135.0,62.0,0.87,Yoga,20.0,4.2,6,2,31.3,3.0,0.553030303030303,1.659090909090909,130.1,4.875960390769654
40,Female,53.5,1.61,184.0,149.0,67.0,0.47,Strength,24.5,3.5,5,1,20.7,6.0,0.7008547008547008,4.205128205128204,105.7,4.670021158307708
19,Male,53.2,1.72,201.0,156.0,73.0,0.71,Cardio,22.1,3.1,4,1,18.0,7.0,0.6484375,4.5390625,171.4,5.149817358229592
41,Male,67.7,1.76,177.0,159.0,59.0,1.36,Hiit,15.7,4.2,7,3,21.9,9.5,0.847457627118644,8.050847457627118,719.45,6.579876016778943
57,Female,69.4,1.59,159.0,147.0,77.0,0.64,Hiit,27.3,2.6,2,0,27.6,9.5,0.8536585365853658,8.109756097560975,360.2,5.88943182154283
48,Male,87.9,1.65,175.0,151.0,76.0,0.72,Mixed,21.7,4.2,3,0,32.3,8.0,0.7575757575757576,6.0606060606060606,383.6,5.952203833154679
48,Female,97.7,1.83,170.0,137.0,59.0,1.1,Strength,22.4,3.2,5,3,29.2,6.0,0.7027027027027027,4.216216216216217,453.1,6.118317438103905
57,Female,75.3,1.61,162.0,140.0,76.0,0.67,Mixed,25.9,3.4,5,1,29.1,8.0,0.7441860465116279,5.953488372093023,300.4,5.708438286192395
51,Male,58.6,1.69,172.0,123.0,64.0,0.96,Yoga,25.2,4.7,4,1,20.6,3.0,0.5462962962962963,1.6388888888888888,92.2,4.534747721691546
41,Female,43.6,1.45,184.0,167.0,71.0,0.75,Hiit,25.8,3.2,4,1,20.7,9.5,0.8495575221238938,8.070796460176991,263.9,5.579352396278024
43,Male,43.9,1.53,180.0,131.0,72.0,0.48,Yoga,25.9,3.6,2,0,18.7,3.0,0.5462962962962963,1.6388888888888888,34.5,3.56953269648137
33,Female,61.4,1.7,191.0,164.0,83.0,0.62,Mixed,25.8,3.7,3,0,21.3,8.0,0.75,6.0,228.4,5.435467204695271
30,Female,89.9,1.8,194.0,176.0,74.0,0.39,Hiit,22.4,2.6,2,0,27.7,9.5,0.85,8.075,283.1,5.649326288860142
32,Female,72.7,1.54,188.0,157.0,85.0,0.72,Strength,29.4,3.7,3,0,30.5,6.0,0.6990291262135923,4.194174757281553,219.5,5.395897694886901
44,Male,72.3,1.69,178.0,139.0,68.0,0.73,Cardio,17.7,2.7,5,1,25.4,7.0,0.6454545454545455,4.5181818181818185,238.5,5.4785534168509695
21,Male,62.0,1.64,205.0,144.0,71.0,0.62,Yoga,15.4,3.6,4,1,23.0,3.0,0.5447761194029851,1.6343283582089554,62.8,4.155753190350744
33,Female,62.2,1.78,186.0,136.0,75.0,0.37,Yoga,23.8,3.3,5,1,19.7,3.0,0.5495495495495496,1.648648648648649,37.9,3.6609942506244004
47,Male,57.2,1.56,168.0,153.0,70.0,0.54,Hiit,27.3,2.7,2,0,23.5,9.5,0.8469387755102041,8.045918367346939,248.5,5.519458915191573
47,Male,73.7,1.72,160.0,149.0,83.0,0.55,Hiit,21.8,2.8,3,0,24.8,9.5,0.8571428571428571,8.142857142857142,330.1,5.802420444553201
53,Female,47.3,1.61,177.0,150.0,70.0,0.74,Mixed,26.3,4.3,4,1,18.1,8.0,0.7476635514018691,5.981308411214953,209.4,5.349010480863555
20,Male,80.2,1.7,205.0,145.0,72.0,0.48,Yoga,23.7,3.2,5,1,27.7,3.0,0.5488721804511278,1.6466165413533835,63.4,4.165113633110308
39,Male,63.5,1.69,176.0,132.0,78.0,0.65,Yoga,24.0,3.7,3,0,22.3,3.0,0.5510204081632653,1.6530612244897958,68.2,4.237000862623624
39,Male,75.2,1.65,187.0,134.0,70.0,0.93,Yoga,20.5,4.2,5,1,27.4,3.0,0.5470085470085471,1.6410256410256412,114.8,4.751864565138895
29,Female,71.5,1.73,196.0,152.0,71.0,0.32,Cardio,26.9,2.3,2,0,24.0,7.0,0.648,4.5360000000000005,103.8,4.6520537718869415
38,Female,71.5,1.68,185.0,136.0,75.0,0.53,Yoga,30.5,3.5,2,0,25.2,3.0,0.5545454545454546,1.6636363636363636,63.0,4.1588830833596715
21,Male,58.9,1.67,202.0,165.0,55.0,0.98,Mixed,8.0,4.3,6,3,21.2,8.0,0.7482993197278912,5.98639455782313,345.5,5.847882818629958
48,Female,61.2,1.64,168.0,123.0,68.0,0.5,Yoga,25.3,2.7,2,0,22.6,3.0,0.55,1.65,50.5,3.9415818076696905
48,Male,75.7,1.69,173.0,144.0,59.0,0.92,Mixed,10.5,4.6,5,3,26.6,8.0,0.7456140350877193,5.964912280701754,415.4,6.031646336740814
40,Female,68.0,1.7,182.0,165.0,68.0,1.37,Hiit,18.4,4.1,7,3,23.5,9.5,0.8508771929824561,8.083333333333334,719.45,6.579876016778943
37,Male,48.9,1.58,183.0,156.0,73.0,0.72,Mixed,17.6,3.9,7,2,19.6,8.0,0.7545454545454545,6.036363636363636,212.5,5.363636832668679
32,Female,66.2,1.65,188.0,137.0,75.0,0.64,Yoga,19.8,3.5,5,1,24.4,3.0,0.5486725663716814,1.646017699115044,69.7,4.258445572902527
40,Male,63.3,1.57,187.0,148.0,57.0,0.85,Strength,14.6,3.4,7,2,25.5,6.0,0.7,4.199999999999999,226.0,5.424950017481403
45,Female,82.8,1.68,180.0,162.0,62.0,1.31,Hiit,19.3,3.8,5,3,29.5,9.5,0.847457627118644,8.050847457627118,719.45,6.579876016778943
33,Male,75.2,1.62,191.0,146.0,61.0,1.15,Cardio,17.5,3.4,4,2,28.6,7.0,0.6538461538461539,4.576923076923077,395.8,5.983432375410718
54,Female,73.3,1.76,171.0,137.0,75.0,0.68,Cardio,31.7,2.6,3,0,23.7,7.0,0.6458333333333334,4.520833333333334,225.3,5.421861552639491
38,Female,66.6,1.75,183.0,152.0,80.0,0.48,Strength,34.1,2.9,2,0,21.8,6.0,0.6990291262135923,4.194174757281553,134.1,4.906015244966153
32,Female,58.2,1.59,194.0,159.0,78.0,0.25,Strength,27.1,2.9,2,0,23.1,6.0,0.6982758620689655,4.189655172413794,61.0,4.127134385045092
34,Male,61.8,1.68,180.0,165.0,81.0,0.5,Hiit,20.4,3.4,3,0,21.9,9.5,0.8484848484848485,8.06060606060606,249.1,5.521860837883573
54,Male,79.1,1.74,166.0,122.0,68.0,0.32,Yoga,30.4,3.8,3,0,26.0,3.0,0.5510204081632653,1.6530612244897958,41.8,3.756538102587751
30,Male,77.8,1.66,194.0,174.0,65.0,0.79,Hiit,21.3,4.1,5,1,28.2,9.5,0.8449612403100775,8.027131782945736,493.4,6.203344906143481
36,Female,74.8,1.61,187.0,149.0,78.0,0.82,Cardio,25.3,2.5,3,1,29.0,7.0,0.6513761467889908,4.559633027522936,279.7,5.637286483367837
47,Male,55.1,1.57,175.0,160.0,73.0,0.71,Hiit,17.9,3.4,4,2,22.4,9.5,0.8529411764705882,8.102941176470589,317.0,5.762051382780177
35,Female,68.4,1.77,190.0,138.0,75.0,0.78,Yoga,29.0,4.1,3,0,22.0,3.0,0.5478260869565217,1.643478260869565,87.7,4.485259889315534
31,Female,69.9,1.77,196.0,142.0,75.0,0.74,Yoga,29.0,3.9,2,0,22.3,3.0,0.5537190082644629,1.6611570247933884,85.9,4.464758032271346
53,Female,49.6,1.66,162.0,130.0,71.0,0.98,Cardio,19.7,3.3,7,2,18.0,7.0,0.6483516483516484,4.538461538461538,220.6,5.400873954873129
53,Male,59.2,1.76,169.0,145.0,73.0,0.86,Mixed,17.1,4.1,3,1,19.2,8.0,0.75,6.0,305.5,5.725217755376266
37,Female,50.2,1.45,179.0,140.0,68.0,1.25,Cardio,12.5,3.1,5,2,23.9,7.0,0.6486486486486487,4.54054054054054,284.9,5.655642099328266
36,Male,83.9,1.81,189.0,158.0,65.0,0.72,Mixed,14.9,3.9,3,1,25.5,8.0,0.75,6.0,362.4,5.895504155962071
24,Male,71.9,1.66,200.0,142.0,71.0,1.21,Yoga,15.7,4.7,6,2,26.0,3.0,0.5503875968992248,1.6511627906976742,143.6,4.973971309724664
21,Female,59.9,1.69,194.0,136.0,64.0,0.97,Yoga,14.4,4.1,7,2,20.9,3.0,0.5538461538461539,1.6615384615384616,96.5,4.579852378003801
51,Male,59.8,1.65,169.0,119.0,58.0,0.74,Yoga,18.3,3.9,6,2,22.0,3.0,0.5495495495495496,1.648648648648649,73.0,4.304065093204169
19,Female,75.9,1.82,193.0,157.0,71.0,0.54,Strength,26.3,3.2,3,0,22.9,6.0,0.7049180327868853,4.229508196721311,173.4,5.161351511474879
22,Female,55.7,1.57,203.0,181.0,57.0,1.29,Hiit,17.7,3.8,5,3,22.5,9.5,0.8493150684931506,8.068493150684931,579.7,6.364234272378004
27,Male,89.3,1.83,190.0,162.0,77.0,0.7,Mixed,22.5,3.6,4,1,26.8,8.0,0.7522123893805309,6.017699115044247,376.2,5.9327755507593025
49,Female,55.5,1.72,165.0,151.0,72.0,1.06,Hiit,21.9,3.6,3,0,18.8,9.5,0.8494623655913979,8.06989247311828,474.8,6.164997597868857
59,Female,58.9,1.74,159.0,145.0,67.0,1.2,Hiit,21.7,3.6,4,2,19.4,9.5,0.8478260869565217,8.054347826086957,569.3,6.346162538162493
58,Female,61.9,1.65,165.0,128.0,59.0,1.01,Cardio,28.6,3.8,5,1,22.8,7.0,0.6509433962264151,4.556603773584905,284.9,5.655642099328266
30,Male,44.5,1.55,191.0,152.0,80.0,1.07,Cardio,23.6,3.3,2,0,18.5,7.0,0.6486486486486487,4.54054054054054,216.2,5.38081858805978
56,Male,56.6,1.77,162.0,136.0,61.0,0.98,Mixed,18.7,4.6,6,2,18.0,8.0,0.7425742574257426,5.9405940594059405,329.5,5.800606659291741
22,Male,52.8,1.71,197.0,154.0,72.0,0.73,Cardio,19.8,3.4,4,1,18.0,7.0,0.656,4.5920000000000005,177.0,5.181783550292085
27,Female,76.0,1.82,192.0,148.0,67.0,1.17,Cardio,17.0,3.5,4,2,23.0,7.0,0.648,4.5360000000000005,403.3,6.002157176646725
27,Female,73.1,1.66,188.0,158.0,68.0,1.03,Mixed,24.7,4.6,6,2,26.5,8.0,0.75,6.0,451.8,6.115450526888973
55,Male,71.4,1.64,156.0,144.0,77.0,0.47,Hiit,20.5,3.2,2,0,26.6,9.5,0.8481012658227848,8.056962025316455,270.4,5.603593747400769
44,Male,100.4,1.82,176.0,147.0,80.0,0.72,Strength,17.1,3.8,5,1,30.4,6.0,0.6979166666666666,4.1875,302.7,5.716040372051703
38,Male,85.5,1.87,185.0,168.0,71.0,0.42,Hiit,23.5,2.2,5,1,24.4,9.5,0.8508771929824561,8.083333333333334,290.3,5.674353663965389
25,Male,70.5,1.68,195.0,167.0,81.0,0.89,Mixed,17.8,4.4,3,1,24.9,8.0,0.7543859649122807,6.035087719298246,378.7,5.939381467237757
18,Male,59.2,1.6,205.0,186.0,78.0,0.75,Hiit,28.0,3.1,2,0,23.0,9.5,0.8503937007874016,8.078740157480315,358.7,5.885270350701578
45,Female,71.9,1.76,172.0,137.0,71.0,1.15,Cardio,29.0,2.8,3,1,23.2,7.0,0.6534653465346535,4.574257425742575,378.2,5.938063770380866
56,Male,88.5,1.65,164.0,135.0,69.0,1.28,Strength,14.0,4.3,4,2,32.3,6.0,0.6947368421052632,4.16842105263158,472.2,6.159518132104232
31,Female,75.8,1.74,191.0,133.0,61.0,1.58,Yoga,16.7,5.1,7,3,25.0,3.0,0.5538461538461539,1.6615384615384616,199.0,5.298317366548036
38,Female,69.5,1.65,184.0,147.0,77.0,0.62,Cardio,28.9,2.6,3,0,25.4,7.0,0.6542056074766355,4.579439252336448,197.3,5.28978103552575
47,Female,65.5,1.84,172.0,148.0,77.0,0.66,Mixed,24.7,3.9,3,0,19.4,8.0,0.7473684210526316,5.978947368421053,258.5,5.558756702605943
38,Female,66.5,1.61,182.0,154.0,71.0,0.71,Mixed,21.4,4.4,3,1,25.6,8.0,0.7477477477477478,5.981981981981982,282.4,5.64685932725658
26,Male,79.5,1.73,194.0,177.0,85.0,0.6,Hiit,26.6,3.2,2,0,26.6,9.5,0.8440366972477065,8.018348623853212,382.5,5.949339620807311
34,Female,75.7,1.63,189.0,141.0,81.0,0.87,Yoga,24.2,3.3,3,1,28.4,3.0,0.5555555555555556,1.6666666666666667,109.8,4.707726774313183
22,Male,72.4,1.65,195.0,135.0,62.0,1.3,Yoga,8.0,4.7,6,3,26.5,3.0,0.5488721804511278,1.6466165413533835,155.0,5.049856007249537
48,Female,63.1,1.64,160.0,148.0,81.0,0.45,Hiit,27.4,3.5,2,0,23.5,9.5,0.8481012658227848,8.056962025316455,228.8,5.437209365414655
57,Male,71.7,1.75,161.0,131.0,76.0,0.84,Cardio,20.5,3.3,3,1,23.3,7.0,0.6470588235294118,4.529411764705882,272.8,5.612397912854348
55,Male,74.4,1.77,173.0,144.0,75.0,0.56,Strength,19.7,4.0,5,1,23.7,6.0,0.7040816326530612,4.224489795918368,176.0,5.176149732573829
36,Female,73.6,1.74,188.0,138.0,78.0,0.71,Yoga,29.8,3.7,2,0,24.4,3.0,0.5454545454545454,1.6363636363636362,85.5,4.460144413937834
53,Male,81.0,1.67,159.0,147.0,78.0,0.73,Hiit,23.9,3.1,3,0,29.1,9.5,0.8518518518518519,8.092592592592593,478.5,6.172743894323493
50,Female,81.2,1.69,173.0,140.0,63.0,1.42,Strength,19.6,4.5,6,3,28.3,6.0,0.7,4.199999999999999,484.3,6.18476725641117
30,Male,84.6,1.77,191.0,173.0,71.0,0.51,Hiit,20.6,3.3,2,0,27.0,9.5,0.85,8.075,348.4,5.8562173976999565
31,Female,101.0,1.77,187.0,152.0,70.0,1.14,Strength,21.8,4.3,3,1,32.1,6.0,0.7008547008547008,4.205128205128204,484.2,6.184561177069895
50,Female,37.8,1.45,165.0,136.0,69.0,0.31,Strength,24.3,2.9,2,0,18.0,6.0,0.6979166666666666,4.1875,49.1,3.914021008090819
46,Male,60.5,1.65,170.0,134.0,68.0,0.84,Cardio,8.6,3.0,7,2,22.2,7.0,0.6470588235294118,4.529411764705882,230.2,5.443283136798223
53,Male,65.8,1.66,164.0,142.0,77.0,0.87,Mixed,23.8,4.5,3,0,24.0,8.0,0.7471264367816092,5.977011494252873,342.2,5.838313367613807
27,Female,65.0,1.75,202.0,171.0,78.0,0.52,Mixed,26.4,3.9,3,0,21.3,8.0,0.75,6.0,202.8,5.3171391207886245
48,Female,56.8,1.67,175.0,128.0,71.0,0.75,Yoga,22.2,3.9,3,0,20.3,3.0,0.5480769230769231,1.6442307692307694,70.0,4.2626798770413155
23,Male,55.2,1.75,193.0,165.0,80.0,0.64,Mixed,19.5,4.3,3,0,18.0,8.0,0.7522123893805309,6.017699115044247,212.6,5.36410510708604
18,Female,56.2,1.57,199.0,138.0,62.0,1.22,Yoga,15.8,4.1,6,3,22.8,3.0,0.5547445255474452,1.6642335766423355,114.1,4.745801315727837
24,Female,80.3,1.71,196.0,144.0,81.0,1.13,Yoga,19.3,4.5,3,1,27.6,3.0,0.5478260869565217,1.643478260869565,149.1,5.011301738639416
44,Female,84.9,1.77,174.0,142.0,69.0,0.74,Strength,19.1,3.3,5,2,27.1,6.0,0.6952380952380952,4.171428571428571,262.1,5.572534188046247
38,Male,49.3,1.53,182.0,126.0,57.0,1.32,Yoga,13.4,4.7,7,3,21.0,3.0,0.552,1.656,107.8,4.689511334421843
45,Female,89.8,1.9,174.0,158.0,68.0,0.51,Hiit,24.3,2.9,2,0,24.9,9.5,0.8490566037735849,8.066037735849058,369.4,5.914583502772024
33,Female,95.3,1.8,187.0,169.0,61.0,1.24,Hiit,14.7,4.1,7,3,29.4,9.5,0.8571428571428571,8.142857142857142,719.45,6.579876016778943
40,Male,50.8,1.68,170.0,137.0,60.0,0.83,Strength,18.7,3.7,7,2,18.0,6.0,0.7,4.199999999999999,177.1,5.1823451902956155
37,Female,59.6,1.6,187.0,145.0,66.0,0.81,Cardio,22.3,3.2,4,1,23.4,7.0,0.6528925619834711,4.570247933884298,220.6,5.400873954873129
55,Female,69.5,1.66,162.0,132.0,60.0,1.12,Strength,22.5,3.9,7,2,25.1,6.0,0.7058823529411765,4.235294117647059,329.7,5.801211619987747
42,Female,68.5,1.69,183.0,149.0,72.0,0.8,Strength,30.7,3.9,2,0,24.0,6.0,0.6936936936936937,4.162162162162162,228.1,5.43415858945945
45,Female,81.5,1.72,186.0,160.0,82.0,0.56,Mixed,25.0,3.9,2,0,27.4,8.0,0.75,6.0,273.8,5.616043560348194
22,Male,60.3,1.83,191.0,161.0,70.0,0.46,Mixed,22.2,3.6,3,0,18.0,8.0,0.7520661157024794,6.016528925619835,166.9,5.123368564083496
38,Female,53.2,1.63,182.0,145.0,58.0,1.05,Strength,20.4,3.9,5,3,20.0,6.0,0.7016129032258065,4.209677419354839,235.2,5.464678903763262
