Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),Calories_Burned (kcal)_log,Effort_Score,Workout_Type_Hiit,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Experience_Level_1,Experience_Level_2,Experience_Level_3,Age_Group_Adult,Age_Group_Senior,Workout_Intensity_Moderate,Workout_Intensity_High,Age_Group,Workout_Intensity
51,Male,86.7,1.9,173.0,128.0,73.0,0.81,20.5,3.4,4,24.01662049861496,3.0,0.7398843930635838,2.2196531791907512,115.9,4.761318868478023,103.68,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
27,Male,66.4,1.73,186.0,134.0,71.0,0.94,16.9,3.8,3,22.185839820909486,3.0,0.7204301075268817,2.161290322580645,102.6,4.640537329825382,125.96,False,False,False,True,True,False,False,False,False,True,False,Young,Moderate
52,Male,60.3,1.75,168.0,135.0,73.0,0.58,21.5,2.6,2,19.689795918367345,7.0,0.8035714285714286,5.625,159.8,5.080161356744866,78.3,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
28,Female,60.1,1.63,196.0,160.0,76.0,0.86,19.1,3.8,5,22.620347020964285,6.0,0.8163265306122449,4.8979591836734695,217.1,5.384953673207583,137.6,False,False,True,False,True,False,False,False,False,True,False,Young,Moderate
28,Female,58.9,1.73,188.0,136.0,73.0,0.75,20.9,4.4,3,19.679909118246517,3.0,0.723404255319149,2.170212765957447,72.6,4.298645025734831,102.0,False,False,False,True,False,False,False,False,False,True,False,Young,Moderate
38,Female,48.5,1.64,191.0,158.0,58.0,1.11,20.6,4.5,7,18.03242117787032,8.0,0.8272251308900523,6.617801047120419,323.8,5.783209608287523,175.38000000000002,False,True,False,False,False,True,False,True,False,True,False,Adult,Moderate
38,Female,91.1,1.69,180.0,140.0,66.0,0.25,22.7,2.0,3,31.896642274430167,7.0,0.7777777777777778,5.444444444444445,103.5,4.6491870714048655,35.0,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
39,Male,69.7,1.7,186.0,168.0,64.0,0.63,17.9,2.9,5,24.117647058823533,9.5,0.9032258064516129,8.580645161290322,355.6,5.87661470542904,105.84,True,False,False,False,True,False,False,True,False,False,True,Adult,High
24,Male,93.0,1.64,199.0,181.0,79.0,0.47,27.6,3.0,2,34.577632361689474,9.5,0.9095477386934674,8.64070351758794,353.0,5.869296913133774,85.07,True,False,False,False,False,False,False,False,False,False,True,Young,High
34,Female,58.7,1.69,183.0,165.0,68.0,0.89,27.5,3.5,3,20.552501663107037,9.5,0.9016393442622951,8.565573770491802,418.6,6.039301876522142,146.85,True,False,False,False,True,False,False,True,False,False,True,Adult,High
19,Female,60.1,1.64,201.0,179.0,56.0,1.15,20.6,3.8,7,22.345330160618683,9.5,0.8905472636815921,8.460199004975125,557.0,6.324358962381311,205.85,True,False,False,False,False,False,True,False,False,False,True,Young,High
29,Female,56.3,1.64,198.0,154.0,73.0,0.56,23.8,2.4,3,20.93248066627008,7.0,0.7777777777777778,5.444444444444445,143.0,4.969813299576001,86.24000000000001,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
59,Female,68.5,1.79,158.0,135.0,79.0,0.26,28.0,3.1,2,21.378858337754753,6.0,0.8544303797468354,5.1265822784810124,75.7,4.33990170837321,35.1,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
35,Male,79.2,1.7,186.0,146.0,73.0,1.0,17.3,3.3,4,27.404844290657444,7.0,0.7849462365591398,5.494623655913978,358.2,5.883879336428045,146.0,False,False,False,False,True,False,False,True,False,True,False,Adult,Moderate
28,Female,77.2,1.71,184.0,155.0,66.0,1.18,15.6,4.7,7,26.40128586573647,8.0,0.842391304347826,6.739130434782608,549.7,6.311190196268436,182.89999999999998,False,True,False,False,False,True,False,False,False,True,False,Young,Moderate
33,Male,64.7,1.53,189.0,156.0,57.0,0.98,14.5,4.4,5,27.638942287154514,8.0,0.8253968253968254,6.603174603174603,380.4,5.943848693166319,152.88,False,True,False,False,False,False,True,True,False,True,False,Adult,Moderate
35,Male,87.1,1.72,183.0,150.0,73.0,0.43,19.2,3.4,3,29.44159004867496,6.0,0.819672131147541,4.918032786885246,157.3,5.064491966886966,64.5,False,False,True,False,False,False,False,True,False,True,False,Adult,Moderate
52,Female,85.4,1.73,171.0,155.0,64.0,0.84,14.0,3.1,5,28.534197600989007,9.5,0.9064327485380117,8.61111111111111,579.6,6.36406205159053,130.2,True,False,False,False,False,True,False,False,True,True,False,Senior,Moderate
43,Female,53.7,1.64,173.0,125.0,66.0,0.75,23.1,3.5,4,19.965794170136828,3.0,0.7225433526011561,2.167630057803468,66.6,4.213607983048918,93.75,False,False,False,True,True,False,False,True,False,False,False,Adult,Low
33,Male,78.1,1.89,189.0,160.0,74.0,0.94,29.9,4.4,2,21.863889588757313,8.0,0.8465608465608465,6.772486772486772,439.2,6.087229169092361,150.39999999999998,False,True,False,False,False,False,False,True,False,True,False,Adult,Moderate
23,Male,51.6,1.45,195.0,152.0,70.0,0.67,26.6,2.8,3,24.542211652794293,7.0,0.7794871794871795,5.456410256410257,158.8,5.073923033332174,101.84,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
59,Female,104.9,1.76,150.0,124.0,62.0,1.15,15.4,4.2,7,33.86492768595041,6.0,0.8266666666666667,4.96,526.0,6.267200548541362,142.6,False,False,True,False,False,False,True,False,True,False,False,Senior,Low
29,Male,83.1,1.75,191.0,160.0,67.0,0.97,21.4,4.1,7,27.13469387755102,8.0,0.837696335078534,6.701570680628272,483.6,6.183323808382426,155.2,False,True,False,False,False,True,False,False,False,True,False,Young,Moderate
30,Female,73.5,1.73,196.0,144.0,81.0,0.55,26.8,4.0,2,24.558120886097097,3.0,0.7346938775510204,2.2040816326530615,66.4,4.210645017918261,79.2,False,False,False,True,False,False,False,False,False,True,False,Young,Moderate
21,Female,76.9,1.7,194.0,154.0,61.0,1.42,8.0,4.7,7,26.608996539792393,6.0,0.7938144329896907,4.762886597938144,458.1,6.129268051255177,218.67999999999998,False,False,True,False,False,False,True,False,False,True,False,Young,Moderate
56,Male,65.0,1.74,161.0,131.0,76.0,0.69,18.9,2.8,3,21.469150482230148,7.0,0.8136645962732919,5.695652173913043,203.1,5.318610069815799,90.38999999999999,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
19,Male,78.2,1.77,205.0,165.0,71.0,0.44,23.3,2.7,2,24.96089884771298,6.0,0.8048780487804879,4.829268292682928,144.8,4.982235819574558,72.6,False,False,True,False,False,False,False,False,False,False,True,Young,High
43,Female,71.9,1.61,180.0,128.0,65.0,1.06,18.0,4.1,4,27.738127387060683,3.0,0.7111111111111111,2.1333333333333333,125.3,4.838660029356445,135.68,False,False,False,True,False,True,False,True,False,False,False,Adult,Low
44,Female,69.8,1.71,174.0,121.0,55.0,1.07,17.0,4.7,7,23.870592660989708,3.0,0.6954022988505747,2.086206896551724,124.3,4.8307108619020225,129.47,False,False,False,True,False,False,True,True,False,False,False,Adult,Low
44,Male,57.9,1.66,177.0,143.0,61.0,0.74,27.5,3.4,5,21.011757874872988,6.0,0.807909604519774,4.847457627118644,181.7,5.207845463383961,105.82,False,False,True,False,True,False,False,True,False,True,False,Adult,Moderate
32,Male,58.4,1.57,185.0,142.0,64.0,0.96,23.5,3.3,4,23.69264473203781,7.0,0.7675675675675676,5.372972972972973,253.0,5.537334267018537,136.32,False,False,False,False,False,True,False,True,False,True,False,Adult,Moderate
25,Male,69.7,1.75,205.0,183.0,57.0,1.2,10.6,4.1,6,22.759183673469387,9.5,0.8926829268292683,8.480487804878049,676.5,6.518409552753856,219.6,True,False,False,False,False,False,True,False,False,False,True,Young,High
24,Male,49.0,1.62,200.0,170.0,78.0,0.58,22.6,3.8,3,18.670934308794386,8.0,0.85,6.8,171.5,5.150397236471415,98.6,False,True,False,False,False,False,False,False,False,False,True,Young,High
57,Female,50.8,1.53,172.0,126.0,70.0,0.68,30.2,3.4,3,21.701055149728735,3.0,0.7325581395348837,2.197674418604651,56.9,4.05871738457895,85.68,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
29,Female,48.7,1.63,191.0,165.0,85.0,0.72,31.1,3.9,3,18.32963227821898,8.0,0.8638743455497382,6.9109947643979055,211.7,5.3598827222061916,118.8,False,True,False,False,False,False,False,False,False,False,True,Young,High
30,Female,48.8,1.6,184.0,141.0,63.0,0.87,10.2,2.8,7,19.062499999999996,7.0,0.7663043478260869,5.364130434782608,191.6,5.260615499364025,122.67,False,False,False,False,False,True,False,False,False,True,False,Young,Moderate
34,Male,61.8,1.78,189.0,135.0,70.0,0.71,18.2,3.7,4,19.50511299078399,3.0,0.7142857142857143,2.142857142857143,71.9,4.289088639014612,95.85,False,False,False,True,True,False,False,True,False,True,False,Adult,Moderate
34,Male,79.9,1.7,192.0,138.0,72.0,0.3,26.9,3.2,2,27.647058823529417,3.0,0.71875,2.15625,39.6,3.703768066607687,41.4,False,False,False,True,False,False,False,True,False,True,False,Adult,Moderate
53,Female,99.0,1.82,173.0,144.0,74.0,1.05,25.6,3.9,5,29.887694722859557,6.0,0.8323699421965318,4.994219653179191,441.0,6.091309882077698,151.20000000000002,False,False,True,False,True,False,False,False,True,True,False,Senior,Moderate
38,Male,46.9,1.61,174.0,142.0,69.0,0.69,17.9,3.5,5,18.0934377531731,6.0,0.8160919540229885,4.896551724137931,135.0,4.912654885736052,97.97999999999999,False,False,True,False,True,False,False,True,False,True,False,Adult,Moderate
25,Male,94.7,1.77,196.0,155.0,60.0,1.25,18.7,4.1,7,30.22758466596444,6.0,0.7908163265306123,4.744897959183674,496.1,6.208791213100627,193.75,False,False,True,False,False,True,False,False,False,True,False,Young,Moderate
22,Male,70.4,1.9,190.0,156.0,56.0,1.08,14.1,4.3,5,19.50138504155125,8.0,0.8210526315789474,6.568421052631579,453.9,6.120077614575958,168.48000000000002,False,True,False,False,False,True,False,False,False,True,False,Young,Moderate
43,Male,79.4,1.72,174.0,150.0,78.0,0.97,23.9,4.4,3,26.838831800973505,8.0,0.8620689655172413,6.896551724137931,462.1,6.137943013486706,145.5,False,True,False,False,False,False,False,True,False,True,False,Adult,Moderate
33,Male,78.1,1.77,190.0,161.0,73.0,1.11,18.5,4.9,4,24.928979539723574,8.0,0.8473684210526315,6.778947368421052,521.6,6.258816353086512,178.71,False,True,False,False,True,False,False,True,False,False,True,Adult,High
53,Male,81.2,1.75,174.0,145.0,77.0,1.09,30.7,4.0,3,26.514285714285716,6.0,0.8333333333333334,5.0,372.3,5.922382385920538,158.05,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
45,Female,45.7,1.54,176.0,159.0,64.0,1.13,21.1,3.3,4,19.269691347613428,9.5,0.9034090909090909,8.582386363636363,416.1,6.0333260012029,179.67,True,False,False,False,False,True,False,True,False,True,False,Adult,Moderate
46,Female,54.4,1.74,168.0,137.0,63.0,0.98,18.4,3.9,4,17.968027480512617,6.0,0.8154761904761905,4.892857142857142,225.4,5.422303346329028,134.26,False,False,True,False,False,True,False,False,True,True,False,Senior,Moderate
29,Female,60.8,1.71,194.0,175.0,69.0,1.2,30.8,3.8,7,20.792722547108514,9.5,0.9020618556701031,8.56958762886598,587.8,6.378086567414666,210.0,True,False,False,False,False,True,False,False,False,False,True,Young,High
54,Female,70.3,1.65,162.0,149.0,74.0,0.69,26.3,3.0,3,25.821854912764007,9.5,0.9197530864197531,8.737654320987653,392.7,5.975589197949692,102.80999999999999,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
47,Male,80.6,1.59,172.0,128.0,76.0,0.93,20.6,3.3,4,31.88165025117677,3.0,0.7441860465116279,2.2325581395348837,121.8,4.810557015713042,119.04,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
40,Female,60.8,1.75,180.0,151.0,65.0,0.81,17.2,4.4,6,19.853061224489796,8.0,0.8388888888888889,6.711111111111111,294.6,5.689007189074047,122.31,False,True,False,False,False,True,False,True,False,True,False,Adult,Moderate
33,Female,59.1,1.58,184.0,130.0,64.0,1.39,20.9,4.9,5,23.674090690594454,3.0,0.7065217391304348,2.1195652173913047,135.5,4.916324614625014,180.7,False,False,False,True,False,True,False,True,False,False,False,Adult,Low
31,Female,75.3,1.89,192.0,147.0,62.0,1.22,10.4,3.0,6,21.080036953052826,7.0,0.765625,5.359375,420.5,6.04381977744191,179.34,False,False,False,False,False,False,True,True,False,True,False,Adult,Moderate
27,Female,68.5,1.69,197.0,180.0,82.0,0.59,26.5,3.0,2,23.98375407023564,9.5,0.9137055837563451,8.680203045685278,327.2,5.793623178655991,106.19999999999999,True,False,False,False,False,False,False,False,False,False,True,Young,High
24,Male,43.7,1.56,201.0,165.0,81.0,0.53,35.0,2.6,3,17.956936226166995,6.0,0.8208955223880597,4.925373134328359,97.3,4.5880240271531205,87.45,False,False,True,False,False,False,False,False,False,False,True,Young,High
54,Male,79.5,1.63,173.0,147.0,70.0,0.85,15.3,4.5,4,29.922089653355417,8.0,0.8497109826589595,6.797687861271676,404.1,6.004133950208645,124.95,False,True,False,False,True,False,False,False,True,True,False,Senior,Moderate
46,Female,65.8,1.65,173.0,158.0,68.0,0.74,27.3,3.1,4,24.168962350780536,9.5,0.9132947976878613,8.676300578034683,396.5,5.985194934094387,116.92,True,False,False,False,True,False,False,False,True,True,False,Senior,Moderate
20,Female,99.9,1.9,194.0,156.0,69.0,0.48,32.5,3.1,2,27.67313019390582,6.0,0.8041237113402062,4.824742268041238,200.2,5.304299438225584,74.88,False,False,True,False,False,False,False,False,False,True,False,Young,Moderate
32,Male,58.4,1.59,182.0,166.0,73.0,0.71,23.9,3.2,3,23.10035204303627,9.5,0.9120879120879121,8.664835164835164,336.1,5.820379622240015,117.86,True,False,False,False,True,False,False,True,False,False,True,Adult,High
53,Male,68.9,1.67,176.0,140.0,56.0,0.77,10.5,3.0,6,24.70508085625157,6.0,0.7954545454545454,4.7727272727272725,222.8,5.4107527958778245,107.8,False,False,True,False,False,True,False,False,True,True,False,Senior,Moderate
36,Female,75.4,1.63,192.0,175.0,79.0,0.67,26.7,3.1,3,28.378937859911932,9.5,0.9114583333333334,8.658854166666668,407.7,6.012981390570231,117.25,True,False,False,False,True,False,False,True,False,False,True,Adult,High
30,Male,73.4,1.73,197.0,156.0,79.0,0.43,24.1,2.7,2,24.524708476728257,7.0,0.7918781725888325,5.543147208121828,144.2,4.978112102390695,67.08,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
59,Male,65.4,1.63,158.0,128.0,56.0,1.47,13.8,4.0,7,24.615152997854647,6.0,0.810126582278481,4.860759493670886,407.2,6.011757250375744,188.16,False,False,True,False,False,False,True,False,True,False,False,Senior,Low
38,Female,51.1,1.57,190.0,156.0,76.0,0.92,27.2,3.9,4,20.731064140533086,6.0,0.8210526315789474,4.926315789473684,197.9,5.292802185859927,143.52,False,False,True,False,True,False,False,True,False,True,False,Adult,Moderate
54,Male,60.3,1.66,165.0,137.0,73.0,0.91,22.3,4.3,4,21.88271156916824,6.0,0.8303030303030303,4.981818181818182,229.0,5.438079308923196,124.67,False,False,True,False,True,False,False,False,True,True,False,Senior,Moderate
44,Female,54.3,1.65,178.0,137.0,62.0,1.55,22.4,3.9,6,19.94490358126722,7.0,0.7696629213483146,5.387640449438202,380.9,5.94515879423147,212.35,False,False,False,False,False,False,True,True,False,True,False,Adult,Moderate
46,Female,55.3,1.62,178.0,152.0,74.0,0.86,28.2,3.9,2,21.07148300563938,8.0,0.8539325842696629,6.831460674157303,285.3,5.65704021210407,130.72,False,True,False,False,False,False,False,False,True,True,False,Senior,Moderate
37,Male,76.7,1.63,189.0,154.0,73.0,0.98,16.4,3.1,4,28.86822989197938,6.0,0.8148148148148148,4.888888888888888,314.9,5.7554257078080395,150.92,False,False,True,False,True,False,False,True,False,True,False,Adult,Moderate
42,Male,101.0,1.8,181.0,144.0,58.0,0.73,19.9,3.9,4,31.17283950617284,6.0,0.7955801104972375,4.773480662983426,309.3,5.7375395714543345,105.12,False,False,True,False,False,True,False,True,False,True,False,Adult,Moderate
23,Male,51.6,1.65,204.0,144.0,70.0,1.18,14.3,4.2,4,18.953168044077138,3.0,0.7058823529411765,2.1176470588235294,100.9,4.623991940228679,169.92,False,False,False,True,True,False,False,False,False,True,False,Young,Moderate
53,Male,62.8,1.57,167.0,130.0,62.0,1.01,19.4,3.6,7,25.477707006369425,7.0,0.7784431137724551,5.449101796407186,287.5,5.664695085948154,131.3,False,False,False,False,False,True,False,False,True,False,False,Senior,Low
19,Male,60.7,1.63,200.0,136.0,59.0,1.45,12.2,4.8,7,22.84617411268772,3.0,0.68,2.04,144.2,4.978112102390695,197.2,False,False,False,True,False,False,True,False,False,True,False,Young,Moderate
39,Male,84.0,1.69,179.0,163.0,72.0,0.81,23.6,3.4,2,29.410734918245165,9.5,0.9106145251396648,8.650837988826815,549.7,6.311190196268436,132.03,True,False,False,False,False,False,False,True,False,False,True,Adult,High
49,Female,58.7,1.55,165.0,133.0,72.0,0.66,27.0,2.5,3,24.432882414151923,7.0,0.806060606060606,5.642424242424243,177.9,5.186826990514674,87.78,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
33,Male,81.4,1.84,173.0,149.0,76.0,1.02,16.6,4.9,4,24.043005671077506,8.0,0.861271676300578,6.890173410404624,499.9,6.216406480363571,151.98,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
35,Female,65.6,1.77,190.0,158.0,63.0,0.66,26.7,4.1,5,20.93906604104823,8.0,0.8315789473684211,6.652631578947369,259.1,5.5610661724546055,104.28,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
22,Male,59.8,1.82,197.0,155.0,77.0,0.82,26.8,3.0,3,18.053375196232338,7.0,0.7868020304568528,5.50761421319797,223.1,5.4120923808068815,127.1,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
53,Male,79.9,1.72,171.0,140.0,69.0,0.47,21.3,3.6,2,27.007842076798273,6.0,0.8187134502923976,4.912280701754385,156.8,5.061328408411774,65.8,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
47,Male,55.0,1.47,176.0,138.0,67.0,1.4,14.2,4.1,7,25.45235781387385,7.0,0.7840909090909091,5.488636363636363,351.1,5.863915226161007,193.2,False,False,False,False,False,False,True,False,True,True,False,Senior,Moderate
36,Male,85.8,1.83,185.0,168.0,72.0,0.98,20.9,3.4,5,25.620352951715486,9.5,0.9081081081081082,8.627027027027028,678.6,6.521504389797777,164.64,True,False,False,False,True,False,False,True,False,False,True,Adult,High
40,Male,54.9,1.59,185.0,167.0,68.0,0.53,21.1,2.8,2,21.715913136347453,9.5,0.9027027027027027,8.575675675675676,233.9,5.459159891664867,88.51,True,False,False,False,False,False,False,True,False,False,True,Adult,High
51,Female,60.1,1.6,174.0,135.0,62.0,1.37,14.7,3.8,7,23.476562499999996,7.0,0.7758620689655172,5.431034482758621,375.7,5.931449114697996,184.95000000000002,False,False,False,False,False,False,True,False,True,True,False,Senior,Moderate
30,Female,78.1,1.7,185.0,148.0,62.0,0.82,20.8,3.5,6,27.024221453287197,6.0,0.8,4.800000000000001,268.7,5.597310230145684,121.36,False,False,True,False,False,True,False,False,False,True,False,Young,Moderate
46,Female,92.3,1.82,182.0,154.0,71.0,0.65,21.9,4.3,3,27.864992150706435,8.0,0.8461538461538461,6.769230769230769,358.9,5.885826215084985,100.10000000000001,False,True,False,False,True,False,False,False,True,True,False,Senior,Moderate
53,Male,61.5,1.79,171.0,143.0,58.0,0.84,11.5,4.7,4,19.19415748572142,8.0,0.8362573099415205,6.690058479532164,310.9,5.742682623613757,120.11999999999999,False,True,False,False,False,True,False,False,True,True,False,Senior,Moderate
39,Male,67.3,1.77,177.0,131.0,76.0,0.71,26.8,3.7,3,21.481694276868076,3.0,0.7401129943502824,2.2203389830508473,78.1,4.370712874773608,93.00999999999999,False,False,False,True,True,False,False,True,False,True,False,Adult,Moderate
53,Male,50.1,1.65,164.0,126.0,55.0,1.02,19.8,3.4,5,18.402203856749313,7.0,0.7682926829268293,5.378048780487805,233.0,5.455321115357702,128.52,False,False,False,False,False,True,False,False,True,False,False,Senior,Low
26,Female,67.3,1.65,188.0,153.0,71.0,0.86,18.3,3.4,2,24.719926538108357,6.0,0.8138297872340425,4.882978723404255,243.4,5.4988062272974405,131.57999999999998,False,False,True,False,False,False,False,False,False,True,False,Young,Moderate
56,Female,81.0,1.71,167.0,153.0,70.0,0.76,31.7,3.5,2,27.70083102493075,9.5,0.9161676646706587,8.703592814371257,500.4,6.217404185724193,116.28,True,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
36,Male,63.6,1.67,183.0,146.0,77.0,0.64,21.9,3.0,2,22.804690021155295,7.0,0.7978142076502732,5.584699453551913,185.5,5.2284312390838705,93.44,False,False,False,False,False,False,False,True,False,True,False,Adult,Moderate
55,Female,66.8,1.77,153.0,117.0,73.0,0.66,27.1,3.5,2,21.322097736921062,3.0,0.7647058823529411,2.2941176470588234,72.7,4.300002799195291,77.22,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
23,Male,70.4,1.76,194.0,157.0,69.0,0.71,29.9,3.4,3,22.72727272727273,6.0,0.8092783505154639,4.855670103092784,211.1,5.357057861570636,111.47,False,False,True,False,True,False,False,False,False,True,False,Young,Moderate
32,Male,100.5,1.74,186.0,156.0,67.0,0.92,17.9,4.6,4,33.19460959175584,8.0,0.8387096774193549,6.709677419354839,553.2,6.317525632428878,143.52,False,True,False,False,True,False,False,True,False,True,False,Adult,Moderate
37,Female,60.5,1.45,184.0,149.0,68.0,0.67,26.7,3.3,3,28.77526753864447,6.0,0.8097826086956522,4.858695652173913,169.8,5.14049328135447,99.83000000000001,False,False,True,False,False,False,False,True,False,True,False,Adult,Moderate
26,Female,77.2,1.69,186.0,148.0,59.0,1.17,23.5,3.8,7,27.02986590105389,6.0,0.7956989247311828,4.774193548387096,379.8,5.942274302917211,173.16,False,False,True,False,False,False,True,False,False,True,False,Young,Moderate
49,Female,70.4,1.67,172.0,143.0,58.0,1.31,20.6,4.9,6,25.24292731901467,8.0,0.8313953488372093,6.651162790697675,550.1,6.311916280889189,187.33,False,True,False,False,False,True,False,False,True,True,False,Senior,Moderate
21,Female,69.0,1.7,205.0,162.0,61.0,1.01,19.9,3.5,3,23.87543252595156,6.0,0.7902439024390244,4.741463414634147,293.3,5.684599655239428,163.62,False,False,True,False,True,False,False,False,False,False,True,Young,High
35,Male,52.5,1.6,186.0,155.0,63.0,1.4,11.1,5.1,7,20.507812499999996,8.0,0.8333333333333334,6.666666666666667,439.8,6.088591257838705,217.0,False,True,False,False,False,False,True,True,False,True,False,Adult,Moderate
22,Male,47.3,1.55,201.0,179.0,55.0,1.36,10.2,3.6,6,19.687825182101975,9.5,0.8905472636815921,8.460199004975125,519.0,6.253828811575473,243.44000000000003,True,False,False,False,False,False,True,False,False,False,True,Young,High
37,Female,64.8,1.73,191.0,158.0,82.0,0.55,26.7,3.2,3,21.65124127100805,6.0,0.8272251308900523,4.963350785340314,149.1,5.011301738639416,86.9,False,False,True,False,False,False,False,True,False,True,False,Adult,Moderate
40,Female,54.6,1.64,180.0,164.0,77.0,0.91,19.3,3.2,5,20.30041641879834,9.5,0.9111111111111111,8.655555555555555,398.7,5.990714265717278,149.24,True,False,False,False,True,False,False,True,False,False,True,Adult,High
28,Female,65.1,1.74,191.0,149.0,69.0,1.0,28.2,3.2,6,21.5021799445105,7.0,0.7801047120418848,5.460732984293194,298.8,5.703115585668497,149.0,False,False,False,False,False,True,False,False,False,True,False,Young,Moderate
54,Female,61.4,1.61,168.0,133.0,69.0,0.58,24.3,2.6,3,23.687357740827895,7.0,0.7916666666666666,5.541666666666666,161.2,5.088830141681313,77.14,False,False,False,False,False,False,False,False,True,True,False,Senior,Moderate
39,Male,79.3,1.82,177.0,154.0,85.0,0.56,23.7,4.2,2,23.940345368916795,8.0,0.8700564971751412,6.96045197740113,266.4,5.588745664667843,86.24000000000001,False,True,False,False,False,False,False,True,False,True,False,Adult,Moderate
21,Male,68.2,1.78,196.0,162.0,63.0,0.34,22.2,3.5,2,21.525059967175864,8.0,0.826530612244898,6.612244897959184,138.1,4.935193098929397,55.080000000000005,False,True,False,False,False,False,False,False,False,False,True,Young,High
46,Male,75.9,1.71,164.0,122.0,71.0,0.25,26.8,3.4,3,25.95670462706474,3.0,0.7439024390243902,2.2317073170731705,31.2,3.4719664525503626,30.5,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
51,Male,63.9,1.66,180.0,146.0,64.0,1.645,14.2,4.8,5,23.18914211061112,6.0,0.8111111111111111,4.866666666666667,458.0,6.129050210060545,240.17000000000002,False,False,True,False,False,False,True,False,True,True,False,Senior,Moderate
30,Male,77.5,1.77,194.0,150.0,69.0,1.39,21.2,3.7,6,24.73746369178716,7.0,0.7731958762886598,5.412371134020619,488.6,6.193588731198116,208.49999999999997,False,False,False,False,False,True,False,False,False,True,False,Young,Moderate
59,Male,62.1,1.72,156.0,131.0,71.0,0.86,26.2,3.5,3,20.991076257436454,6.0,0.8397435897435898,5.038461538461538,226.2,5.4258306868469965,112.66,False,False,True,False,False,False,False,False,True,True,False,Senior,Moderate
26,Male,77.7,1.7,199.0,178.0,61.0,0.8,13.6,3.4,6,26.88581314878893,9.5,0.8944723618090452,8.49748743718593,500.7,6.218002331490207,142.4,True,False,False,False,False,True,False,False,False,False,True,Young,High
59,Female,69.6,1.78,157.0,120.0,74.0,0.37,27.1,3.2,2,21.96692336826158,3.0,0.7643312101910829,2.292993630573249,42.8,3.7796338173824005,44.4,False,False,False,True,False,False,False,False,True,False,False,Senior,Low
48,Male,101.1,1.82,172.0,126.0,70.0,0.88,25.6,4.4,3,30.521676126071725,3.0,0.7325581395348837,2.197674418604651,146.5,4.993828175779875,110.88,False,False,False,True,True,False,False,False,True,False,False,Senior,Low
24,Female,55.8,1.55,196.0,178.0,73.0,0.59,31.3,3.2,2,23.2258064516129,9.5,0.9081632653061225,8.627551020408163,267.0,5.5909869805108565,105.02,True,False,False,False,False,False,False,False,False,False,True,Young,High
21,Female,58.6,1.57,197.0,157.0,83.0,0.37,24.3,2.5,2,23.77378392632561,7.0,0.7969543147208121,5.578680203045685,98.5,4.600157644164547,58.089999999999996,False,False,False,False,False,False,False,False,False,True,False,Young,Moderate
36,Female,67.7,1.6,180.0,131.0,72.0,0.67,20.4,4.2,2,26.445312499999996,3.0,0.7277777777777777,2.183333333333333,74.3,4.321480134805848,87.77000000000001,False,False,False,True,False,False,False,True,False,True,False,Adult,Moderate
59,Male,63.8,1.53,167.0,153.0,72.0,1.1,22.9,3.9,5,27.254474774659318,9.5,0.9161676646706587,8.703592814371257,568.5,6.3447587828872365,168.3,True,False,False,False,False,True,False,False,True,True,False,Senior,Moderate
47,Male,77.5,1.67,173.0,149.0,77.0,0.42,20.8,4.0,3,27.788733909426657,8.0,0.861271676300578,6.890173410404624,195.3,5.279644101282416,62.58,False,True,False,False,False,False,False,False,True,True,False,Senior,Moderate
48,Male,94.2,1.74,180.0,164.0,70.0,1.23,14.2,3.7,7,31.113753468093538,9.5,0.9111111111111111,8.655555555555555,719.45,6.579876016778943,201.72,True,False,False,False,False,True,False,False,True,False,True,Senior,High
52,Male,75.0,1.68,163.0,129.0,68.0,0.58,28.4,3.1,2,26.573129251700685,7.0,0.7914110429447853,5.5398773006134965,195.5,5.280662431309316,74.82,False,False,False,False,False,False,False,False,True,False,False,Senior,Low
